Nreps,      -3avg,      -3std,      -2avg,      -2std,      -1avg,      -1std,       1avg,       1std,       2avg,       2std,       3avg,       3std,       4avg,       4std,       5avg,       5std,       6avg,       6std,       7avg,       7std,       8avg,       8std,       9avg,       9std,     
20         ,6.5718620  ,0.0191509  ,6.1556952  ,0.0103810  ,-0.3041139 ,0.0139135  ,3850.4000000,67.6962255 ,827.8500000,26.7646173 ,187.2500000,16.7076251 ,42.9500000 ,5.3061533  ,8.4000000  ,2.9271865  ,1.7500000  ,1.1641577  ,0.2000000  ,0.4103913  ,0.1500000  ,0.3663475  ,0          ,0          ,
20         ,6.5706891  ,0.0083856  ,6.1570098  ,0.0121725  ,-0.3026515 ,0.0076955  ,3894.1500000,62.6664310 ,830.2500000,26.5585252 ,188.7000000,12.4819870 ,37.4000000 ,6.3527864  ,8.4000000  ,2.8910024  ,2.0000000  ,1.4867839  ,0.5500000  ,0.6863327  ,0.0000000  ,0.0000000  ,0.0500000  ,0.2236068  ,
20         ,6.5708768  ,0.0108937  ,6.1562035  ,0.0112975  ,-0.3004565 ,0.0086090  ,3880.1000000,40.6796212 ,831.0000000,30.9889624 ,188.9000000,11.2526020 ,41.2000000 ,6.1438887  ,8.4000000  ,2.4580694  ,2.5500000  ,1.6375527  ,0.4500000  ,0.5104178  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.5771685  ,0.0150456  ,6.1548052  ,0.0133350  ,-0.3091182 ,0.0134142  ,3881.8000000,57.4131839 ,824.2500000,22.3439030 ,187.1000000,12.0738953 ,39.9500000 ,6.0129247  ,7.4000000  ,2.6237779  ,1.0500000  ,0.9986833  ,0.5500000  ,0.7591547  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.5713526  ,0.0137080  ,6.1550990  ,0.0117191  ,-0.2981875 ,0.0064053  ,3870.1500000,55.6618314 ,827.8000000,20.8821253 ,192.0000000,13.0505092 ,40.1000000 ,7.4190367  ,8.8500000  ,2.5807995  ,1.3000000  ,1.0310955  ,0.3500000  ,0.6708204  ,0.1000000  ,0.3077935  ,0          ,0          ,
20         ,6.5731605  ,0.0151153  ,6.1573137  ,0.0117929  ,-0.3001032 ,0.0100090  ,3900.4000000,57.1225829 ,831.0000000,28.5048472 ,183.6500000,8.4496964  ,42.4000000 ,6.1507381  ,8.4000000  ,3.0504529  ,2.0000000  ,1.3764944  ,0.3000000  ,0.4701623  ,0.1500000  ,0.3663475  ,0          ,0          ,
20         ,6.5763456  ,0.0149639  ,6.1542802  ,0.0124994  ,-0.2991027 ,0.0102999  ,3874.7000000,51.0511611 ,822.8000000,27.5616056 ,187.9500000,17.6798279 ,40.5000000 ,6.5010121  ,9.4500000  ,3.6487200  ,1.7500000  ,1.1180340  ,0.1000000  ,0.3077935  ,0          ,0          ,0          ,0          ,
20         ,6.5773242  ,0.0145523  ,6.1587505  ,0.0128681  ,-0.2995009 ,0.0096160  ,3887.4500000,62.5337593 ,818.2500000,25.0113132 ,184.7500000,12.1389976 ,39.2000000 ,7.7091880  ,9.3000000  ,3.0452724  ,1.5000000  ,1.2354415  ,0.3500000  ,0.5871429  ,0.0500000  ,0.2236068  ,0.0500000  ,0.2236068  ,
20         ,6.5730720  ,0.0120205  ,6.1535573  ,0.0122438  ,-0.3002716 ,0.0056956  ,3881.8500000,56.1223054 ,813.8500000,27.1104466 ,183.8500000,15.5606623 ,40.7000000 ,4.2314611  ,7.5500000  ,2.7999060  ,1.5000000  ,1.3954814  ,0.1500000  ,0.3663475  ,0.1000000  ,0.3077935  ,0          ,0          ,
20         ,6.5712189  ,0.0136793  ,6.1563730  ,0.0092782  ,-0.3020217 ,0.0107132  ,3884.4500000,50.5063571 ,824.3500000,33.9446531 ,183.5000000,11.8299353 ,39.8500000 ,6.2683415  ,9.5000000  ,2.9647047  ,1.8500000  ,1.5312534  ,0.3000000  ,0.6569467  ,0.1000000  ,0.3077935  ,0.0500000  ,0.2236068  ,
