Nreps,      -3avg,      -3std,      -2avg,      -2std,      -1avg,      -1std,       1avg,       1std,       2avg,       2std,       3avg,       3std,       4avg,       4std,       5avg,       5std,       6avg,       6std,       7avg,       7std,       8avg,       8std,       9avg,       9std,     
20         ,6.7477297  ,0.0106795  ,6.3315280  ,0.0139326  ,-0.3032734 ,0.0096562  ,4083.4500000,62.6245916 ,879.8000000,29.6498868 ,193.9000000,13.4081672 ,41.9500000 ,4.5477004  ,9.0500000  ,3.1867324  ,1.4000000  ,0.8825800  ,0.3500000  ,0.6708204  ,0.0500000  ,0.2236068  ,0.0500000  ,0.2236068  ,
20         ,6.7462537  ,0.0095232  ,6.3312212  ,0.0169086  ,-0.3027810 ,0.0111961  ,4078.5500000,51.7010384 ,862.4500000,21.0374979 ,198.4000000,15.5712285 ,42.8500000 ,5.8694122  ,9.2500000  ,3.0240266  ,1.9000000  ,1.0711528  ,0.5000000  ,0.7608859  ,0          ,0          ,0          ,0          ,
20         ,6.7478366  ,0.0126825  ,6.3301199  ,0.0110285  ,-0.2998781 ,0.0098453  ,4081.3500000,46.1898542 ,892.2500000,19.1665141 ,195.2500000,13.2382023 ,42.7000000 ,6.6261047  ,9.2500000  ,2.9535884  ,1.1500000  ,0.9333020  ,0.4500000  ,0.6048053  ,0.1500000  ,0.3663475  ,0          ,0          ,
20         ,6.7471311  ,0.0135219  ,6.3263169  ,0.0147120  ,-0.3062648 ,0.0108457  ,4105.9500000,64.5376063 ,866.0000000,31.0042442 ,194.0000000,19.8441295 ,44.5000000 ,5.2264509  ,8.3000000  ,2.5567249  ,2.1000000  ,1.2523662  ,0.2500000  ,0.4442617  ,0.1000000  ,0.3077935  ,0          ,0          ,
20         ,6.7522872  ,0.0121775  ,6.3278871  ,0.0120236  ,-0.2997438 ,0.0087335  ,4098.5500000,37.1249313 ,865.7000000,25.5056237 ,195.4500000,11.7584236 ,43.5500000 ,6.4520499  ,8.7500000  ,2.9713545  ,1.9000000  ,1.3726655  ,0.3500000  ,0.5871429  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.7480828  ,0.0119140  ,6.3259182  ,0.0144346  ,-0.2998530 ,0.0095086  ,4120.5000000,58.4271927 ,876.3000000,24.3074604 ,192.3500000,14.4596535 ,44.3000000 ,5.1206496  ,7.8000000  ,2.8209741  ,1.7000000  ,1.0809353  ,0.3000000  ,0.6569467  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.7461329  ,0.0101626  ,6.3280287  ,0.0119882  ,-0.2971535 ,0.0078823  ,4099.4000000,72.7391880 ,876.9500000,25.0777213 ,194.5000000,15.7262770 ,41.6000000 ,6.6284872  ,8.5000000  ,3.4105101  ,1.5000000  ,1.1920791  ,0.4000000  ,0.5026247  ,0.1500000  ,0.3663475  ,0.0500000  ,0.2236068  ,
20         ,6.7526741  ,0.0142749  ,6.3316295  ,0.0129710  ,-0.3005038 ,0.0089899  ,4084.7000000,65.2784320 ,877.0000000,26.0020242 ,196.3500000,13.7162025 ,43.5500000 ,7.7355978  ,8.8500000  ,2.4553915  ,1.5500000  ,1.1459310  ,0.3500000  ,0.5871429  ,0          ,0          ,0          ,0          ,
