Nreps,      -3avg,      -3std,      -2avg,      -2std,      -1avg,      -1std,       1avg,       1std,       2avg,       2std,       3avg,       3std,       4avg,       4std,       5avg,       5std,       6avg,       6std,       7avg,       7std,       8avg,       8std,       9avg,       9std,     
20         ,4.3747491  ,0.0177512  ,3.9821562  ,0.0096802  ,-0.2967237 ,0.0095717  ,1678.2000000,37.1945101 ,359.0500000,17.5693363 ,81.0000000 ,7.2620136  ,17.3000000 ,3.9616583  ,4.0000000  ,1.8918106  ,0.7000000  ,0.9233805  ,0.1500000  ,0.3663475  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,4.3809556  ,0.0156587  ,3.9802660  ,0.0153287  ,-0.2965110 ,0.0088740  ,1680.2500000,30.0698748 ,361.1000000,16.2120813 ,79.9000000 ,9.0780244  ,16.2500000 ,4.1659649  ,3.7500000  ,2.0228953  ,1.1000000  ,1.1192102  ,0.2000000  ,0.4103913  ,0          ,0          ,0          ,0          ,
20         ,4.3771462  ,0.0138694  ,3.9789614  ,0.0166562  ,-0.2954452 ,0.0078178  ,1676.9000000,35.9852309 ,356.5500000,17.0709818 ,85.2000000 ,8.6911934  ,17.5500000 ,4.0454653  ,3.6000000  ,1.7290095  ,0.7500000  ,0.9104655  ,0.2000000  ,0.4103913  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,4.3785034  ,0.0092238  ,3.9781061  ,0.0134638  ,-0.2941089 ,0.0101378  ,1680.3500000,23.7802992 ,351.4500000,16.2593293 ,83.8500000 ,12.4953676 ,18.7500000 ,6.2312878  ,4.1500000  ,2.0332758  ,0.8500000  ,0.8127277  ,0.1500000  ,0.3663475  ,0          ,0          ,0          ,0          ,
20         ,4.3799411  ,0.0160858  ,3.9822088  ,0.0141681  ,-0.2948065 ,0.0111943  ,1668.1000000,41.9145748 ,365.6500000,19.7304867 ,81.4000000 ,7.8297678  ,17.4000000 ,4.7837444  ,3.9000000  ,1.9166857  ,0.6500000  ,0.7451598  ,0.1000000  ,0.3077935  ,0.1000000  ,0.3077935  ,0.0500000  ,0.2236068  ,
20         ,4.3773220  ,0.0142151  ,3.9835809  ,0.0149942  ,-0.2929871 ,0.0108558  ,1671.8500000,33.2791621 ,361.7500000,17.3686802 ,80.8500000 ,8.0607888  ,18.1000000 ,3.7120005  ,4.8500000  ,2.0332758  ,0.7000000  ,0.8645047  ,0.1500000  ,0.4893605  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,4.3785665  ,0.0203466  ,3.9816755  ,0.0144854  ,-0.2944057 ,0.0091900  ,1670.6000000,38.4165534 ,363.2500000,16.8018639 ,83.0000000 ,8.4666529  ,18.4000000 ,3.6331804  ,3.9000000  ,2.1001253  ,0.9000000  ,0.8522416  ,0.0000000  ,0.0000000  ,0.0500000  ,0.2236068  ,0          ,0          ,
30         ,4.3752300  ,0.0150944  ,3.9765819  ,0.0163619  ,-0.2973320 ,0.0126454  ,1667.5666667,34.3799093 ,363.3666667,19.0995276 ,80.7000000 ,7.5161894  ,18.5666667 ,3.9799786  ,2.9333333  ,1.9640446  ,0.5666667  ,0.5683208  ,0.1666667  ,0.3790490  ,0.0666667  ,0.2537081  ,0          ,0          ,
30         ,4.3771164  ,0.0123116  ,3.9787014  ,0.0159912  ,-0.3004870 ,0.0110510  ,1681.0333333,37.4998697 ,363.9666667,17.5979688 ,82.5666667 ,8.1056955  ,18.8333333 ,5.1265592  ,3.2333333  ,1.6120951  ,0.6666667  ,0.7580980  ,0.1666667  ,0.4611330  ,0.0666667  ,0.2537081  ,0.0666667  ,0.2537081  ,
