Nreps,      -3avg,      -3std,      -2avg,      -2std,      -1avg,      -1std,       1avg,       1std,       2avg,       2std,       3avg,       3std,       4avg,       4std,       5avg,       5std,       6avg,       6std,       7avg,       7std,       8avg,       8std,       9avg,       9std,     
20         ,6.6238889  ,0.0179966  ,6.2007597  ,0.0124487  ,-0.2998096 ,0.0070166  ,3936.8500000,60.2252570 ,839.1500000,26.3424313 ,186.4000000,14.7198398 ,40.7000000 ,6.3668550  ,9.0500000  ,3.4561159  ,1.5000000  ,1.0513150  ,0.5500000  ,0.6048053  ,0.1000000  ,0.3077935  ,0          ,0          ,
20         ,6.6198873  ,0.0136039  ,6.2040935  ,0.0090037  ,-0.3020208 ,0.0114745  ,3930.6000000,63.1559473 ,833.3000000,30.3698257 ,185.3500000,16.2586819 ,40.4500000 ,4.9680559  ,7.5500000  ,2.5644328  ,1.8500000  ,1.1821034  ,0.2000000  ,0.4103913  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.6212429  ,0.0119946  ,6.2027838  ,0.0147907  ,-0.3002615 ,0.0100315  ,3943.0000000,69.2964646 ,836.7500000,27.7638064 ,187.0500000,13.1167831 ,42.5000000 ,5.6985686  ,9.8500000  ,3.8835009  ,1.5000000  ,1.4327008  ,0.3000000  ,0.6569467  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.6210691  ,0.0183683  ,6.1999642  ,0.0119476  ,-0.3031069 ,0.0091186  ,3957.4000000,58.6060891 ,842.0500000,29.1303333 ,187.3000000,12.4100978 ,40.7000000 ,5.9568625  ,9.2500000  ,3.8508372  ,1.8500000  ,1.4244112  ,0.7000000  ,1.0809353  ,0          ,0          ,0          ,0          ,
20         ,6.6185658  ,0.0159364  ,6.1968352  ,0.0137231  ,-0.3052814 ,0.0102941  ,3953.5000000,46.1034306 ,838.8000000,26.8673153 ,187.2500000,14.8355015 ,38.7000000 ,6.0879519  ,9.1500000  ,2.6212693  ,1.3000000  ,1.1742859  ,0.3500000  ,0.7451598  ,0          ,0          ,0          ,0          ,
20         ,6.6211987  ,0.0157643  ,6.1982542  ,0.0129907  ,-0.3023844 ,0.0096891  ,3930.8000000,38.6966611 ,836.8500000,31.2852328 ,194.6500000,16.7999843 ,44.1500000 ,4.3561813  ,7.9000000  ,3.7120005  ,2.1500000  ,1.4244112  ,0.2500000  ,0.6386664  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.6127927  ,0.0085882  ,6.1987503  ,0.0117745  ,-0.2984443 ,0.0077042  ,3953.6500000,58.7297782 ,829.7500000,27.3839657 ,194.4000000,14.8904774 ,40.4000000 ,6.4269171  ,7.1500000  ,2.5396850  ,2.1500000  ,1.5985191  ,0.4500000  ,0.8255779  ,0.0000000  ,0.0000000  ,0.0500000  ,0.2236068  ,
20         ,6.6185072  ,0.0141565  ,6.1999425  ,0.0127810  ,-0.3029250 ,0.0126957  ,3937.4000000,56.0980345 ,839.8000000,22.7494361 ,193.0000000,13.9094818 ,42.1500000 ,5.3437125  ,8.1000000  ,2.5110283  ,1.7500000  ,1.4464112  ,0.5000000  ,0.6882472  ,0.1000000  ,0.3077935  ,0.0500000  ,0.2236068  ,
20         ,6.6169776  ,0.0114443  ,6.2007116  ,0.0128759  ,-0.2973765 ,0.0058499  ,3937.6500000,65.0532373 ,835.3500000,33.0139922 ,190.6000000,13.4844940 ,39.2000000 ,5.2974671  ,9.7000000  ,3.1639416  ,1.8500000  ,0.6708204  ,0.1500000  ,0.3663475  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.6205037  ,0.0162063  ,6.2001051  ,0.0132743  ,-0.2979166 ,0.0058972  ,3946.0000000,54.5421131 ,849.4500000,29.1050276 ,187.1000000,11.6524224 ,40.6000000 ,7.3154487  ,8.0000000  ,3.3245498  ,1.8500000  ,1.0399899  ,0.4000000  ,0.8207827  ,0.0000000  ,0.0000000  ,0.0500000  ,0.2236068  ,
