Nreps,      -3avg,      -3std,      -2avg,      -2std,      -1avg,      -1std,       1avg,       1std,       2avg,       2std,       3avg,       3std,       4avg,       4std,       5avg,       5std,       6avg,       6std,       7avg,       7std,       8avg,       8std,       9avg,       9std,     
20         ,6.5295236  ,0.0162929  ,6.1088676  ,0.0125990  ,-0.2996816 ,0.0094909  ,3824.7000000,47.4520256 ,816.7500000,20.8070712 ,180.3000000,10.9549316 ,43.3000000 ,6.5300923  ,8.3500000  ,3.0309804  ,1.2000000  ,1.0052494  ,0.3000000  ,0.4701623  ,0          ,0          ,0          ,0          ,
20         ,6.5253032  ,0.0117298  ,6.1073215  ,0.0140772  ,-0.2978700 ,0.0089565  ,3806.2000000,51.0743524 ,825.8000000,26.5659061 ,181.9500000,12.2537857 ,40.5500000 ,4.2361229  ,9.3000000  ,2.9929742  ,1.2500000  ,1.2085224  ,0.1500000  ,0.4893605  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.5318947  ,0.0138387  ,6.1085286  ,0.0187850  ,-0.3038113 ,0.0127728  ,3840.1500000,39.2552712 ,812.6000000,32.4449331 ,182.3500000,11.9087540 ,39.0500000 ,5.8442504  ,8.2000000  ,2.9127668  ,2.4000000  ,1.3533584  ,0.5000000  ,0.6882472  ,0.1000000  ,0.3077935  ,0.0500000  ,0.2236068  ,
20         ,6.5341979  ,0.0159038  ,6.1028650  ,0.0183285  ,-0.3014959 ,0.0087110  ,3835.3500000,41.0189622 ,805.8000000,25.5828890 ,182.4500000,12.0894691 ,41.0000000 ,6.0610925  ,9.2500000  ,2.3141442  ,0.9000000  ,0.8522416  ,0.1500000  ,0.3663475  ,0.1000000  ,0.3077935  ,0          ,0          ,
20         ,6.5275388  ,0.0151288  ,6.1045425  ,0.0117278  ,-0.3017781 ,0.0096349  ,3834.6000000,54.8350637 ,819.4500000,29.3911462 ,184.0000000,11.3415863 ,41.5500000 ,5.0832542  ,8.0000000  ,1.8064213  ,1.6000000  ,1.2732057  ,0.3000000  ,0.7326951  ,0.1000000  ,0.3077935  ,0          ,0          ,
20         ,6.5270623  ,0.0115015  ,6.1068002  ,0.0173277  ,-0.3004770 ,0.0099958  ,3814.2500000,58.7168720 ,817.3000000,25.6024259 ,183.2000000,12.5597519 ,40.7000000 ,6.6578011  ,7.9000000  ,2.8078836  ,1.6000000  ,1.3917047  ,0.1500000  ,0.4893605  ,0.1000000  ,0.3077935  ,0          ,0          ,
20         ,6.5306442  ,0.0105467  ,6.1114186  ,0.0114226  ,-0.3007250 ,0.0104999  ,3811.9500000,58.4316740 ,816.4500000,27.0389096 ,180.7000000,13.1873145 ,40.0500000 ,5.6333126  ,7.9000000  ,2.9000907  ,0.9000000  ,0.9119095  ,0.5000000  ,0.6882472  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.5258476  ,0.0079103  ,6.1071373  ,0.0123397  ,-0.3002752 ,0.0106548  ,3827.9500000,53.9946147 ,820.2000000,36.1147295 ,184.2000000,12.6889923 ,40.9000000 ,6.1635601  ,8.6500000  ,2.7198104  ,1.7500000  ,0.9104655  ,0.2500000  ,0.4442617  ,0          ,0          ,0          ,0          ,
20         ,6.5290607  ,0.0132035  ,6.1114836  ,0.0117347  ,-0.2981770 ,0.0083261  ,3829.9000000,49.0380089 ,805.7000000,25.3420807 ,182.3000000,11.8014272 ,40.9500000 ,5.9778098  ,8.6500000  ,3.1834275  ,1.9500000  ,1.2763022  ,0.2500000  ,0.5501196  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.5302925  ,0.0139898  ,6.1105181  ,0.0107615  ,-0.3034032 ,0.0118673  ,3824.3500000,61.1497515 ,811.4500000,23.9922685 ,181.7500000,13.5835620 ,43.3500000 ,6.7064384  ,8.3000000  ,2.5360558  ,1.7500000  ,1.3327850  ,0.3000000  ,0.4701623  ,0.0500000  ,0.2236068  ,0.0500000  ,0.2236068  ,
