Nreps,      -3avg,      -3std,      -2avg,      -2std,      -1avg,      -1std,       1avg,       1std,       2avg,       2std,       3avg,       3std,       4avg,       4std,       5avg,       5std,       6avg,       6std,       7avg,       7std,       8avg,       8std,       9avg,       9std,     
20         ,6.4839901  ,0.0137207  ,6.0660623  ,0.0102344  ,-0.2992296 ,0.0086711  ,3756.6500000,53.1594176 ,797.8000000,35.1606838 ,178.1000000,15.9568497 ,41.5000000 ,4.7958315  ,8.0000000  ,3.2281655  ,1.6500000  ,1.3088766  ,0.1500000  ,0.3663475  ,0.1000000  ,0.3077935  ,0          ,0          ,
20         ,6.4832624  ,0.0116804  ,6.0698592  ,0.0145701  ,-0.3025623 ,0.0083579  ,3773.2000000,64.5589082 ,804.5000000,22.9105813 ,181.4000000,10.7233145 ,41.4500000 ,5.3358273  ,8.7500000  ,2.8074150  ,2.0000000  ,1.6543404  ,0.6500000  ,0.7451598  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.4868921  ,0.0219921  ,6.0683642  ,0.0135080  ,-0.2951959 ,0.0081557  ,3766.0500000,69.2960658 ,806.9000000,25.4308143 ,182.8500000,15.2532136 ,40.3000000 ,6.2920167  ,8.8500000  ,3.0655128  ,1.3500000  ,1.3869694  ,0.3000000  ,0.4701623  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.4820137  ,0.0107509  ,6.0650608  ,0.0118794  ,-0.2982130 ,0.0089387  ,3758.9500000,49.6370776 ,806.6500000,37.7641922 ,191.6500000,11.6179308 ,41.1500000 ,6.0894646  ,9.6000000  ,3.1187042  ,1.5500000  ,0.9986833  ,0.4500000  ,0.6048053  ,0.1000000  ,0.3077935  ,0          ,0          ,
20         ,6.4836069  ,0.0154010  ,6.0698450  ,0.0141665  ,-0.2985948 ,0.0081331  ,3755.5500000,63.8381795 ,809.3000000,31.2091417 ,184.3000000,10.7512545 ,40.3000000 ,7.3491854  ,9.0000000  ,2.7909629  ,1.7000000  ,1.3416408  ,0.2000000  ,0.4103913  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.4849928  ,0.0203396  ,6.0671675  ,0.0153460  ,-0.3010774 ,0.0094457  ,3737.9500000,39.2501760 ,810.7000000,37.7249045 ,180.2000000,15.4327062 ,38.5500000 ,5.2563245  ,7.9000000  ,3.1271309  ,2.5500000  ,1.7614288  ,0.2000000  ,0.4103913  ,0          ,0          ,0          ,0          ,
20         ,6.4851664  ,0.0100161  ,6.0669163  ,0.0105572  ,-0.2992022 ,0.0065789  ,3796.4000000,42.2566096 ,807.1000000,29.0206823 ,180.2000000,13.5592268 ,40.0000000 ,6.6806870  ,8.4500000  ,2.2820812  ,1.7000000  ,0.9787210  ,0.4000000  ,0.5982430  ,0.0500000  ,0.2236068  ,0          ,0          ,
20         ,6.4846364  ,0.0116922  ,6.0684765  ,0.0139681  ,-0.2986246 ,0.0092769  ,3769.4000000,35.8922364 ,809.4500000,19.5326313 ,181.8500000,11.1368284 ,37.5500000 ,4.3946738  ,7.5500000  ,3.3003190  ,1.9500000  ,1.2343760  ,0.1500000  ,0.3663475  ,0.0000000  ,0.0000000  ,0.0500000  ,0.2236068  ,
20         ,6.4840680  ,0.0113568  ,6.0660642  ,0.0174177  ,-0.3023180 ,0.0073974  ,3768.6000000,45.9432144 ,809.9500000,27.8104013 ,185.8500000,12.2958059 ,40.1500000 ,5.9584085  ,5.5500000  ,1.8771479  ,1.6500000  ,0.9880869  ,0.3000000  ,0.5712406  ,0.0000000  ,0.0000000  ,0.0500000  ,0.2236068  ,
20         ,6.4809126  ,0.0115131  ,6.0630245  ,0.0143539  ,-0.2984877 ,0.0079362  ,3773.0000000,55.2144146 ,804.7500000,26.1229381 ,184.9500000,12.7381524 ,39.5000000 ,7.4515982  ,8.1500000  ,2.7390932  ,1.2500000  ,0.8506963  ,0.3000000  ,0.4701623  ,0.0500000  ,0.2236068  ,0          ,0          ,
