Nreps,50,50,
-3avg,2.38839,2.39687,
-3std,0.054317,0.0518995,
-2avg,1.5805,1.59561,
-2std,0.0687015,0.063646,
-1avg,-0.722151,-0.728129,
-1std,0.0409901,0.0408125,
1avg,52.46,53.46,
1std,7.02244,6.62466,
2avg,13.3,11.84,
2std,3.37004,3.64977,
3avg,3.26,3.24,
3std,1.84954,1.77925,
4avg,0.94,0.8,
4std,1.03825,0.880631,
5avg,0.22,0.24,
5std,0.46467,0.517451,
6avg,0.06,0.04,
6std,0.239898,0.197949,
7avg,0.02,0,
7std,0.141421,0,
